Plot,Block,Treatment,OTU,Species,Genus,Family,Order,Phylum,Relative.Abundance,EcM.density,Absolute.Abundance
MAT.B1.C,B1,Control,X1,Alternaria_alternata,Alternaria,Pleosporaceae,Pleosporales,Ascomycota,0.034482759,0.6791372,0.023418524
MAT.B1.C,B1,Control,X2,Articulospora_tetracladia,Articulospora,Helotiaceae,Helotiales,Ascomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X3,Cadophora_finlandica,Cadophora,Helotiaceae,Helotiales,Ascomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X4,Cenococcum_geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,0.034482759,0.6791372,0.023418524
MAT.B1.C,B1,Control,X5,Chalara_sp._1,Chalara,Helotiaceae,Helotiales,Ascomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X6,Cortinarius_sp._1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0.379310345,0.6791372,0.257603766
MAT.B1.C,B1,Control,X7,Cortinarius_croceus_1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0.034482759,0.6791372,0.023418524
MAT.B1.C,B1,Control,X8,Cortinarius_glandicolor,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0.034482759,0.6791372,0.023418524
MAT.B1.C,B1,Control,X9,Cortinarius_casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X10,Cortinarius_croceus_2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X11,Cortinarius_herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X12,Cortinarius_tabularis,Cortinarius,Cortinariaceae,Agricales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X13,Cortinarius_delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X14,Cortinarius_sp._2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X15,Cortinarius_paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X16,Cortinarius_sp._3,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X17,Helotiales_sp._1,Helotiales_sp._1,Helotiales_sp._1,Helotiales,Ascomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X18,Laccaria_laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X19,Lactarius_vietus_1,Lactarius,Russulaceae,Russulales,Basidiomycota,0.103448276,0.6791372,0.070255572
MAT.B1.C,B1,Control,X20,Lactarius_glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X21,Lactarius_vietus_2,Lactarius,Russulaceae,Russulales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X22,Leccinum_holopus,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X23,Leccinum_scabrum,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X24,Leccinum_variicolor_1,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X25,Leccinum_variicolor_2,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X26,Leccinum_variicolor_3,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X27,Leptodontidium_elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X28,Meliniomyces_variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X29,Meliniomyces_bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X30,Phialocephala_fortinii,Phialocephala,Helotiaceae,Helotiales,Ascomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X31,Pseudotomentella_sp._1,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X32,Rhizoscyphus_ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X33,Thelephora_terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X34,Tomentella_sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X35,Tomentella_sp._1,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X36,Tomentellopsis_submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X37,Russula_chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X38,Russula_decolorans,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X39,Russula_nitida/sphagnicola,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X40,Russula_sp._1,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X41,Russula_sp._2,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X42,Russula_sp._3,Russula,Russulaceae,Russulales,Basidiomycota,0.379310345,0.6791372,0.257603766
MAT.B1.C,B1,Control,X43,Russula_sp._4,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6791372,0
MAT.B1.C,B1,Control,X44,Russula_vinosa,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6791372,0
MAT.B1.F,B1,Fertilized,X1,Alternaria_alternata,Alternaria,Pleosporaceae,Pleosporales,Ascomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X2,Articulospora_tetracladia,Articulospora,Helotiaceae,Helotiales,Ascomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X3,Cadophora_finlandica,Cadophora,Helotiaceae,Helotiales,Ascomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X4,Cenococcum_geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X5,Chalara_sp._1,Chalara,Helotiaceae,Helotiales,Ascomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X6,Cortinarius_sp._1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X7,Cortinarius_croceus_1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X8,Cortinarius_glandicolor,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X9,Cortinarius_casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X10,Cortinarius_croceus_2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X11,Cortinarius_herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X12,Cortinarius_tabularis,Cortinarius,Cortinariaceae,Agricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X13,Cortinarius_delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X14,Cortinarius_sp._2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X15,Cortinarius_paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X16,Cortinarius_sp._3,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X17,Helotiales_sp._1,Helotiales_sp._1,Helotiales_sp._1,Helotiales,Ascomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X18,Laccaria_laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X19,Lactarius_vietus_1,Lactarius,Russulaceae,Russulales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X20,Lactarius_glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X21,Lactarius_vietus_2,Lactarius,Russulaceae,Russulales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X22,Leccinum_holopus,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X23,Leccinum_scabrum,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X24,Leccinum_variicolor_1,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X25,Leccinum_variicolor_2,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X26,Leccinum_variicolor_3,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X27,Leptodontidium_elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X28,Meliniomyces_variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X29,Meliniomyces_bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X30,Phialocephala_fortinii,Phialocephala,Helotiaceae,Helotiales,Ascomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X31,Pseudotomentella_sp._1,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X32,Rhizoscyphus_ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X33,Thelephora_terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X34,Tomentella_sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X35,Tomentella_sp._1,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X36,Tomentellopsis_submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,0.027777778,0.2390746,0.006640961
MAT.B1.F,B1,Fertilized,X37,Russula_chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,0.083333333,0.2390746,0.019922883
MAT.B1.F,B1,Fertilized,X38,Russula_decolorans,Russula,Russulaceae,Russulales,Basidiomycota,0.083333333,0.2390746,0.019922883
MAT.B1.F,B1,Fertilized,X39,Russula_nitida/sphagnicola,Russula,Russulaceae,Russulales,Basidiomycota,0.777777778,0.2390746,0.185946911
MAT.B1.F,B1,Fertilized,X40,Russula_sp._1,Russula,Russulaceae,Russulales,Basidiomycota,0.027777778,0.2390746,0.006640961
MAT.B1.F,B1,Fertilized,X41,Russula_sp._2,Russula,Russulaceae,Russulales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X42,Russula_sp._3,Russula,Russulaceae,Russulales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X43,Russula_sp._4,Russula,Russulaceae,Russulales,Basidiomycota,0,0.2390746,0
MAT.B1.F,B1,Fertilized,X44,Russula_vinosa,Russula,Russulaceae,Russulales,Basidiomycota,0,0.2390746,0
MAT.B1.W,B1,Warmed,X1,Alternaria_alternata,Alternaria,Pleosporaceae,Pleosporales,Ascomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X2,Articulospora_tetracladia,Articulospora,Helotiaceae,Helotiales,Ascomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X3,Cadophora_finlandica,Cadophora,Helotiaceae,Helotiales,Ascomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X4,Cenococcum_geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X5,Chalara_sp._1,Chalara,Helotiaceae,Helotiales,Ascomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X6,Cortinarius_sp._1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X7,Cortinarius_croceus_1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X8,Cortinarius_glandicolor,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X9,Cortinarius_casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X10,Cortinarius_croceus_2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X11,Cortinarius_herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X12,Cortinarius_tabularis,Cortinarius,Cortinariaceae,Agricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X13,Cortinarius_delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X14,Cortinarius_sp._2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X15,Cortinarius_paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X16,Cortinarius_sp._3,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X17,Helotiales_sp._1,Helotiales_sp._1,Helotiales_sp._1,Helotiales,Ascomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X18,Laccaria_laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X19,Lactarius_vietus_1,Lactarius,Russulaceae,Russulales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X20,Lactarius_glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,0.032258065,0.5533558,0.017850187
MAT.B1.W,B1,Warmed,X21,Lactarius_vietus_2,Lactarius,Russulaceae,Russulales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X22,Leccinum_holopus,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X23,Leccinum_scabrum,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X24,Leccinum_variicolor_1,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X25,Leccinum_variicolor_2,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X26,Leccinum_variicolor_3,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X27,Leptodontidium_elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X28,Meliniomyces_variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X29,Meliniomyces_bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X30,Phialocephala_fortinii,Phialocephala,Helotiaceae,Helotiales,Ascomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X31,Pseudotomentella_sp._1,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X32,Rhizoscyphus_ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X33,Thelephora_terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X34,Tomentella_sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X35,Tomentella_sp._1,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X36,Tomentellopsis_submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,0.064516129,0.5533558,0.035700374
MAT.B1.W,B1,Warmed,X37,Russula_chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,0.161290323,0.5533558,0.089250935
MAT.B1.W,B1,Warmed,X38,Russula_decolorans,Russula,Russulaceae,Russulales,Basidiomycota,0.387096774,0.5533558,0.214202245
MAT.B1.W,B1,Warmed,X39,Russula_nitida/sphagnicola,Russula,Russulaceae,Russulales,Basidiomycota,0.161290323,0.5533558,0.089250935
MAT.B1.W,B1,Warmed,X40,Russula_sp._1,Russula,Russulaceae,Russulales,Basidiomycota,0.096774194,0.5533558,0.053550561
MAT.B1.W,B1,Warmed,X41,Russula_sp._2,Russula,Russulaceae,Russulales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X42,Russula_sp._3,Russula,Russulaceae,Russulales,Basidiomycota,0.096774194,0.5533558,0.053550561
MAT.B1.W,B1,Warmed,X43,Russula_sp._4,Russula,Russulaceae,Russulales,Basidiomycota,0,0.5533558,0
MAT.B1.W,B1,Warmed,X44,Russula_vinosa,Russula,Russulaceae,Russulales,Basidiomycota,0,0.5533558,0
MAT.B1.WF,B1,Warmed.Fertilized,X1,Alternaria_alternata,Alternaria,Pleosporaceae,Pleosporales,Ascomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X2,Articulospora_tetracladia,Articulospora,Helotiaceae,Helotiales,Ascomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X3,Cadophora_finlandica,Cadophora,Helotiaceae,Helotiales,Ascomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X4,Cenococcum_geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X5,Chalara_sp._1,Chalara,Helotiaceae,Helotiales,Ascomycota,0.028571429,1.4163821,0.04046806
MAT.B1.WF,B1,Warmed.Fertilized,X6,Cortinarius_sp._1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X7,Cortinarius_croceus_1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X8,Cortinarius_glandicolor,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X9,Cortinarius_casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X10,Cortinarius_croceus_2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X11,Cortinarius_herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X12,Cortinarius_tabularis,Cortinarius,Cortinariaceae,Agricales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X13,Cortinarius_delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X14,Cortinarius_sp._2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X15,Cortinarius_paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X16,Cortinarius_sp._3,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X17,Helotiales_sp._1,Helotiales_sp._1,Helotiales_sp._1,Helotiales,Ascomycota,0.028571429,1.4163821,0.04046806
MAT.B1.WF,B1,Warmed.Fertilized,X18,Laccaria_laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,0.4,1.4163821,0.56655284
MAT.B1.WF,B1,Warmed.Fertilized,X19,Lactarius_vietus_1,Lactarius,Russulaceae,Russulales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X20,Lactarius_glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X21,Lactarius_vietus_2,Lactarius,Russulaceae,Russulales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X22,Leccinum_holopus,Leccinum,Boletaceae,Boletales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X23,Leccinum_scabrum,Leccinum,Boletaceae,Boletales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X24,Leccinum_variicolor_1,Leccinum,Boletaceae,Boletales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X25,Leccinum_variicolor_2,Leccinum,Boletaceae,Boletales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X26,Leccinum_variicolor_3,Leccinum,Boletaceae,Boletales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X27,Leptodontidium_elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X28,Meliniomyces_variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X29,Meliniomyces_bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X30,Phialocephala_fortinii,Phialocephala,Helotiaceae,Helotiales,Ascomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X31,Pseudotomentella_sp._1,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X32,Rhizoscyphus_ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X33,Thelephora_terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,0.142857143,1.4163821,0.2023403
MAT.B1.WF,B1,Warmed.Fertilized,X34,Tomentella_sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X35,Tomentella_sp._1,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X36,Tomentellopsis_submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,0.2,1.4163821,0.28327642
MAT.B1.WF,B1,Warmed.Fertilized,X37,Russula_chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X38,Russula_decolorans,Russula,Russulaceae,Russulales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X39,Russula_nitida/sphagnicola,Russula,Russulaceae,Russulales,Basidiomycota,0.2,1.4163821,0.28327642
MAT.B1.WF,B1,Warmed.Fertilized,X40,Russula_sp._1,Russula,Russulaceae,Russulales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X41,Russula_sp._2,Russula,Russulaceae,Russulales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X42,Russula_sp._3,Russula,Russulaceae,Russulales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X43,Russula_sp._4,Russula,Russulaceae,Russulales,Basidiomycota,0,1.4163821,0
MAT.B1.WF,B1,Warmed.Fertilized,X44,Russula_vinosa,Russula,Russulaceae,Russulales,Basidiomycota,0,1.4163821,0
