Plot,Block,Treatment,OTU,Species,Genus,Family,Order,Phylum,Relative.Abundance,EcM.density,Absolute.Abundance
MAT.B2.C,B2,Control,X1,Alternaria_alternata,Alternaria,Pleosporaceae,Pleosporales,Ascomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X2,Articulospora_tetracladia,Articulospora,Helotiaceae,Helotiales,Ascomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X3,Cadophora_finlandica,Cadophora,Helotiaceae,Helotiales,Ascomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X4,Cenococcum_geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,0.096774194,0.6409929,0.062031571
MAT.B2.C,B2,Control,X5,Chalara_sp._1,Chalara,Helotiaceae,Helotiales,Ascomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X6,Cortinarius_sp._1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X7,Cortinarius_croceus_1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X8,Cortinarius_glandicolor,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X9,Cortinarius_casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X10,Cortinarius_croceus_2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X11,Cortinarius_herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X12,Cortinarius_tabularis,Cortinarius,Cortinariaceae,Agricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X13,Cortinarius_delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X14,Cortinarius_sp._2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X15,Cortinarius_paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X16,Cortinarius_sp._3,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X17,Helotiales_sp._1,Helotiales_sp._1,Helotiales_sp._1,Helotiales,Ascomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X18,Laccaria_laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X19,Lactarius_vietus_1,Lactarius,Russulaceae,Russulales,Basidiomycota,0.290322581,0.6409929,0.186094713
MAT.B2.C,B2,Control,X20,Lactarius_glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,0.064516129,0.6409929,0.041354381
MAT.B2.C,B2,Control,X21,Lactarius_vietus_2,Lactarius,Russulaceae,Russulales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X22,Leccinum_holopus,Leccinum,Boletaceae,Boletales,Basidiomycota,0.032258065,0.6409929,0.02067719
MAT.B2.C,B2,Control,X23,Leccinum_scabrum,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X24,Leccinum_variicolor_1,Leccinum,Boletaceae,Boletales,Basidiomycota,0.032258065,0.6409929,0.02067719
MAT.B2.C,B2,Control,X25,Leccinum_variicolor_2,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X26,Leccinum_variicolor_3,Leccinum,Boletaceae,Boletales,Basidiomycota,0.032258065,0.6409929,0.02067719
MAT.B2.C,B2,Control,X27,Leptodontidium_elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X28,Meliniomyces_variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0.032258065,0.6409929,0.02067719
MAT.B2.C,B2,Control,X29,Meliniomyces_bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X30,Phialocephala_fortinii,Phialocephala,Helotiaceae,Helotiales,Ascomycota,0.032258065,0.6409929,0.02067719
MAT.B2.C,B2,Control,X31,Pseudotomentella_sp._1,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,0.032258065,0.6409929,0.02067719
MAT.B2.C,B2,Control,X32,Rhizoscyphus_ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X33,Thelephora_terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X34,Tomentella_sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X35,Tomentella_sp._1,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X36,Tomentellopsis_submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X37,Russula_chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,0.032258065,0.6409929,0.02067719
MAT.B2.C,B2,Control,X38,Russula_decolorans,Russula,Russulaceae,Russulales,Basidiomycota,0.258064516,0.6409929,0.165417523
MAT.B2.C,B2,Control,X39,Russula_nitida/sphagnicola,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X40,Russula_sp._1,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X41,Russula_sp._2,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X42,Russula_sp._3,Russula,Russulaceae,Russulales,Basidiomycota,0.064516129,0.6409929,0.041354381
MAT.B2.C,B2,Control,X43,Russula_sp._4,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6409929,0
MAT.B2.C,B2,Control,X44,Russula_vinosa,Russula,Russulaceae,Russulales,Basidiomycota,0,0.6409929,0
MAT.B2.F,B2,Fertilized,X1,Alternaria_alternata,Alternaria,Pleosporaceae,Pleosporales,Ascomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X2,Articulospora_tetracladia,Articulospora,Helotiaceae,Helotiales,Ascomycota,0.035714286,1.0143513,0.036226832
MAT.B2.F,B2,Fertilized,X3,Cadophora_finlandica,Cadophora,Helotiaceae,Helotiales,Ascomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X4,Cenococcum_geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X5,Chalara_sp._1,Chalara,Helotiaceae,Helotiales,Ascomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X6,Cortinarius_sp._1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X7,Cortinarius_croceus_1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X8,Cortinarius_glandicolor,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X9,Cortinarius_casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X10,Cortinarius_croceus_2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X11,Cortinarius_herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X12,Cortinarius_tabularis,Cortinarius,Cortinariaceae,Agricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X13,Cortinarius_delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X14,Cortinarius_sp._2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X15,Cortinarius_paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X16,Cortinarius_sp._3,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X17,Helotiales_sp._1,Helotiales_sp._1,Helotiales_sp._1,Helotiales,Ascomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X18,Laccaria_laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X19,Lactarius_vietus_1,Lactarius,Russulaceae,Russulales,Basidiomycota,0.035714286,1.0143513,0.036226832
MAT.B2.F,B2,Fertilized,X20,Lactarius_glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X21,Lactarius_vietus_2,Lactarius,Russulaceae,Russulales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X22,Leccinum_holopus,Leccinum,Boletaceae,Boletales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X23,Leccinum_scabrum,Leccinum,Boletaceae,Boletales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X24,Leccinum_variicolor_1,Leccinum,Boletaceae,Boletales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X25,Leccinum_variicolor_2,Leccinum,Boletaceae,Boletales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X26,Leccinum_variicolor_3,Leccinum,Boletaceae,Boletales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X27,Leptodontidium_elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X28,Meliniomyces_variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0.035714286,1.0143513,0.036226832
MAT.B2.F,B2,Fertilized,X29,Meliniomyces_bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X30,Phialocephala_fortinii,Phialocephala,Helotiaceae,Helotiales,Ascomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X31,Pseudotomentella_sp._1,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,0.035714286,1.0143513,0.036226832
MAT.B2.F,B2,Fertilized,X32,Rhizoscyphus_ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,0.035714286,1.0143513,0.036226832
MAT.B2.F,B2,Fertilized,X33,Thelephora_terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,0.678571429,1.0143513,0.688309811
MAT.B2.F,B2,Fertilized,X34,Tomentella_sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X35,Tomentella_sp._1,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X36,Tomentellopsis_submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,0.142857143,1.0143513,0.144907329
MAT.B2.F,B2,Fertilized,X37,Russula_chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X38,Russula_decolorans,Russula,Russulaceae,Russulales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X39,Russula_nitida/sphagnicola,Russula,Russulaceae,Russulales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X40,Russula_sp._1,Russula,Russulaceae,Russulales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X41,Russula_sp._2,Russula,Russulaceae,Russulales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X42,Russula_sp._3,Russula,Russulaceae,Russulales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X43,Russula_sp._4,Russula,Russulaceae,Russulales,Basidiomycota,0,1.0143513,0
MAT.B2.F,B2,Fertilized,X44,Russula_vinosa,Russula,Russulaceae,Russulales,Basidiomycota,0,1.0143513,0
MAT.B2.W,B2,Warmed,X1,Alternaria_alternata,Alternaria,Pleosporaceae,Pleosporales,Ascomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X2,Articulospora_tetracladia,Articulospora,Helotiaceae,Helotiales,Ascomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X3,Cadophora_finlandica,Cadophora,Helotiaceae,Helotiales,Ascomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X4,Cenococcum_geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,0.151515152,3.722241,0.563975909
MAT.B2.W,B2,Warmed,X5,Chalara_sp._1,Chalara,Helotiaceae,Helotiales,Ascomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X6,Cortinarius_sp._1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X7,Cortinarius_croceus_1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0.03030303,3.722241,0.112795182
MAT.B2.W,B2,Warmed,X8,Cortinarius_glandicolor,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X9,Cortinarius_casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X10,Cortinarius_croceus_2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X11,Cortinarius_herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X12,Cortinarius_tabularis,Cortinarius,Cortinariaceae,Agricales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X13,Cortinarius_delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X14,Cortinarius_sp._2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X15,Cortinarius_paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X16,Cortinarius_sp._3,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X17,Helotiales_sp._1,Helotiales_sp._1,Helotiales_sp._1,Helotiales,Ascomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X18,Laccaria_laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X19,Lactarius_vietus_1,Lactarius,Russulaceae,Russulales,Basidiomycota,0.03030303,3.722241,0.112795182
MAT.B2.W,B2,Warmed,X20,Lactarius_glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,0.03030303,3.722241,0.112795182
MAT.B2.W,B2,Warmed,X21,Lactarius_vietus_2,Lactarius,Russulaceae,Russulales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X22,Leccinum_holopus,Leccinum,Boletaceae,Boletales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X23,Leccinum_scabrum,Leccinum,Boletaceae,Boletales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X24,Leccinum_variicolor_1,Leccinum,Boletaceae,Boletales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X25,Leccinum_variicolor_2,Leccinum,Boletaceae,Boletales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X26,Leccinum_variicolor_3,Leccinum,Boletaceae,Boletales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X27,Leptodontidium_elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X28,Meliniomyces_variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0.03030303,3.722241,0.112795182
MAT.B2.W,B2,Warmed,X29,Meliniomyces_bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X30,Phialocephala_fortinii,Phialocephala,Helotiaceae,Helotiales,Ascomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X31,Pseudotomentella_sp._1,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X32,Rhizoscyphus_ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,0.03030303,3.722241,0.112795182
MAT.B2.W,B2,Warmed,X33,Thelephora_terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X34,Tomentella_sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X35,Tomentella_sp._1,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X36,Tomentellopsis_submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X37,Russula_chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X38,Russula_decolorans,Russula,Russulaceae,Russulales,Basidiomycota,0.424242424,3.722241,1.579132545
MAT.B2.W,B2,Warmed,X39,Russula_nitida/sphagnicola,Russula,Russulaceae,Russulales,Basidiomycota,0.03030303,3.722241,0.112795182
MAT.B2.W,B2,Warmed,X40,Russula_sp._1,Russula,Russulaceae,Russulales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X41,Russula_sp._2,Russula,Russulaceae,Russulales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X42,Russula_sp._3,Russula,Russulaceae,Russulales,Basidiomycota,0.242424242,3.722241,0.902361455
MAT.B2.W,B2,Warmed,X43,Russula_sp._4,Russula,Russulaceae,Russulales,Basidiomycota,0,3.722241,0
MAT.B2.W,B2,Warmed,X44,Russula_vinosa,Russula,Russulaceae,Russulales,Basidiomycota,0,3.722241,0
MAT.B2.WF,B2,Warmed.Fertilized,X1,Alternaria_alternata,Alternaria,Pleosporaceae,Pleosporales,Ascomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X2,Articulospora_tetracladia,Articulospora,Helotiaceae,Helotiales,Ascomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X3,Cadophora_finlandica,Cadophora,Helotiaceae,Helotiales,Ascomycota,0.047619048,0.7731078,0.036814657
MAT.B2.WF,B2,Warmed.Fertilized,X4,Cenococcum_geophilum,Cenococcum,Gloniaceae,Mytilinidiales,Ascomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X5,Chalara_sp._1,Chalara,Helotiaceae,Helotiales,Ascomycota,0.047619048,0.7731078,0.036814657
MAT.B2.WF,B2,Warmed.Fertilized,X6,Cortinarius_sp._1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X7,Cortinarius_croceus_1,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X8,Cortinarius_glandicolor,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X9,Cortinarius_casimiri,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0.047619048,0.7731078,0.036814657
MAT.B2.WF,B2,Warmed.Fertilized,X10,Cortinarius_croceus_2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X11,Cortinarius_herpeticus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X12,Cortinarius_tabularis,Cortinarius,Cortinariaceae,Agricales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X13,Cortinarius_delibutus,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X14,Cortinarius_sp._2,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X15,Cortinarius_paragaudis,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X16,Cortinarius_sp._3,Cortinarius,Cortinariaceae,Agaricales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X17,Helotiales_sp._1,Helotiales_sp._1,Helotiales_sp._1,Helotiales,Ascomycota,0.047619048,0.7731078,0.036814657
MAT.B2.WF,B2,Warmed.Fertilized,X18,Laccaria_laccata,Laccaria,Tricholomataceae,Agaricales,Basidiomycota,0.047619048,0.7731078,0.036814657
MAT.B2.WF,B2,Warmed.Fertilized,X19,Lactarius_vietus_1,Lactarius,Russulaceae,Russulales,Basidiomycota,0.047619048,0.7731078,0.036814657
MAT.B2.WF,B2,Warmed.Fertilized,X20,Lactarius_glyciosmus,Lactarius,Russulaceae,Russulales,Basidiomycota,0.142857143,0.7731078,0.110443971
MAT.B2.WF,B2,Warmed.Fertilized,X21,Lactarius_vietus_2,Lactarius,Russulaceae,Russulales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X22,Leccinum_holopus,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X23,Leccinum_scabrum,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X24,Leccinum_variicolor_1,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X25,Leccinum_variicolor_2,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X26,Leccinum_variicolor_3,Leccinum,Boletaceae,Boletales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X27,Leptodontidium_elatius,Leptodontidium,Helotiaceae,Helotiales,Ascomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X28,Meliniomyces_variabilis,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X29,Meliniomyces_bicolor,Meliniomyces,Helotiaceae,Helotiales,Ascomycota,0.047619048,0.7731078,0.036814657
MAT.B2.WF,B2,Warmed.Fertilized,X30,Phialocephala_fortinii,Phialocephala,Helotiaceae,Helotiales,Ascomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X31,Pseudotomentella_sp._1,Pseudotomentella,Thelephoraceae,Theleporales,Basidiomycota,0.142857143,0.7731078,0.110443971
MAT.B2.WF,B2,Warmed.Fertilized,X32,Rhizoscyphus_ericae,Rhizoscyphus,Helotiaceae,Helotiales,Ascomycota,0.047619048,0.7731078,0.036814657
MAT.B2.WF,B2,Warmed.Fertilized,X33,Thelephora_terrestris,Thelephora,Thelephoraceae,Theleporales,Basidiomycota,0.095238095,0.7731078,0.073629314
MAT.B2.WF,B2,Warmed.Fertilized,X34,Tomentella_sublilacina,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X35,Tomentella_sp._1,Tomentella,Thelephoraceae,Theleporales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X36,Tomentellopsis_submollis,Tomentellopsis,Thelephoraceae,Theleporales,Basidiomycota,0.095238095,0.7731078,0.073629314
MAT.B2.WF,B2,Warmed.Fertilized,X37,Russula_chamiteae,Russula,Russulaceae,Russulales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X38,Russula_decolorans,Russula,Russulaceae,Russulales,Basidiomycota,0.047619048,0.7731078,0.036814657
MAT.B2.WF,B2,Warmed.Fertilized,X39,Russula_nitida/sphagnicola,Russula,Russulaceae,Russulales,Basidiomycota,0.095238095,0.7731078,0.073629314
MAT.B2.WF,B2,Warmed.Fertilized,X40,Russula_sp._1,Russula,Russulaceae,Russulales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X41,Russula_sp._2,Russula,Russulaceae,Russulales,Basidiomycota,0,0.7731078,0
MAT.B2.WF,B2,Warmed.Fertilized,X42,Russula_sp._3,Russula,Russulaceae,Russulales,Basidiomycota,0,0.7731078,0
